datum,kraj,disciplina,mesto
17-03-2016,St. Moritz,Super G,7
16-03-2016,St. Moritz,Downhill,8
12-03-2016,Lenzerheide,Super G,30
28-02-2016,Soldeu- El Tarter,Alpine combined,31
27-02-2016,Soldeu- El Tarter,Super G,26
21-02-2016,La Thuile,Super G,15
20-02-2016,La Thuile,Downhill,14
19-02-2016,La Thuile,Downhill,12
07-02-2016,Garmisch Partenkirchen,Super G,DNF1
06-02-2016,Garmisch Partenkirchen,Downhill,10
24-01-2016,Cortina d'Ampezzo,Super G,7
23-01-2016,Cortina d'Ampezzo,Downhill,11
10-01-2016,Altenmarkt-Zauchensee,Super G,18
09-01-2016,Altenmarkt-Zauchensee,Downhill,12
19-12-2015,Val d'Is̬re,Downhill,5
18-12-2015,Val d'Is̬re,Alpine combined,DSQ1
06-12-2015,Lake Louise,Super G,22
05-12-2015,Lake Louise,Downhill,6
04-12-2015,Lake Louise,Downhill,20
25-01-2015,St.Moritz,Super G,28
24-01-2015,St.Moritz,Downhill,47
19-01-2015,Cortina d'Ampezzo,Super G,DNF1
21-12-2014,Val d Isere,Super G,DNF1
20-12-2014,Val d Isere,Downhill,35
07-12-2014,Lake Louise,Super G,32
06-12-2014,Lake Louise,Downhill,40
05-12-2014,Lake Louise,Downhill,30
26-01-2014,Cortina d Ampezzo,Super G,DNF1
24-11-2012,"Aspen, CO",Giant Slalom,DNQ1
27-10-2012,Soelden,Giant Slalom,DNQ1
18-02-2012,Sochi,Downhill,38
12-02-2012,Soldeu-Grandvalira,Giant Slalom,DNQ1
21-01-2012,Kranjska Gora,Giant Slalom,DNQ1
03-01-2012,Zagreb,Slalom,DNQ1
29-12-2011,Lienz,Slalom,DNQ1
28-12-2011,Lienz,Giant Slalom,DNF1
27-11-2011,Aspen,Slalom,DNF1
26-11-2011,Aspen,Giant Slalom,DNF1
